,matchcode,map,team1,team2,score1,score2,event,stars,date
18946,2315398,Cache,Ghost Academy,Mythic,11,16,ESEA MDL Season 26 North America,0,2017-09-29
18947,2315329,Cache,Beacon,Muffin Lightning,16,5,ESEA MDL Season 26 North America,0,2017-09-29
18948,2315356,Mirage,Iceberg,Rise Nation,10,16,ESEA MDL Season 26 North America,0,2017-09-29
18949,2315392,Cobblestone,subtLe,Good People,19,17,ESEA MDL Season 26 North America,0,2017-09-29
18950,2315355,Nuke,ex-Denial,Mostly Harmless,16,6,ESEA MDL Season 26 North America,0,2017-09-29
18951,2313877,Inferno,Luminosity,Liquid,13,16,ESL Pro League Season 6 North America,1,2017-09-29
18952,2313879,Train,Splyce,Ghost,16,9,ESL Pro League Season 6 North America,0,2017-09-29
18953,2315328,Cache,CheckSix,Ghost Academy,11,16,ESEA MDL Season 26 North America,0,2017-09-29
18954,2313876,Inferno,Immortals,Rogue,14,16,ESL Pro League Season 6 North America,0,2017-09-29
18955,2315326,Mirage,Adaptation,Gorilla Core,16,8,ESEA MDL Season 26 North America,0,2017-09-29
18956,2313874,Train,OpTic,Renegades,16,14,ESL Pro League Season 6 North America,1,2017-09-29
18957,2313875,Train,Rogue,Immortals,19,17,ESL Pro League Season 6 North America,0,2017-09-29
18958,2313873,Cache,Renegades,OpTic,16,8,ESL Pro League Season 6 North America,1,2017-09-29
18959,2313962,Cache,BIG,LDLC,25,22,ESL Pro League Season 6 Europe,1,2017-09-29
18960,2314716,Inferno,RESISTANCE,Squared,16,7,Esports Balkan League Season 1,0,2017-09-28
18961,2314716,Overpass,RESISTANCE,Squared,7,16,Esports Balkan League Season 1,0,2017-09-28
18962,2314716,Cobblestone,RESISTANCE,Squared,16,7,Esports Balkan League Season 1,0,2017-09-28
18963,2313958,Mirage,FaZe,NiP,16,7,ESL Pro League Season 6 Europe,3,2017-09-28
18964,2315351,Overpass,FlipSid3,Spirit Academy,16,6,EPICENTER 2017 CIS Closed Qualifier,0,2017-09-28
18965,2315351,Mirage,FlipSid3,Spirit Academy,12,16,EPICENTER 2017 CIS Closed Qualifier,0,2017-09-28
18966,2315351,Train,FlipSid3,Spirit Academy,16,12,EPICENTER 2017 CIS Closed Qualifier,0,2017-09-28
18967,2315309,Train,AGO,Red Reserve,16,2,ESEA MDL Season 26 Europe,0,2017-09-28
18968,2315354,Cache,Space Soldiers,EnVyUs Academy,16,12,SL i-League Invitational Shanghai 2017 Europe Qualifier,1,2017-09-28
18969,2315354,Inferno,Space Soldiers,EnVyUs Academy,19,16,SL i-League Invitational Shanghai 2017 Europe Qualifier,1,2017-09-28
18970,2313961,Overpass,LDLC,BIG,16,12,ESL Pro League Season 6 Europe,1,2017-09-28
18971,2313957,Cobblestone,NiP,FaZe,16,6,ESL Pro League Season 6 Europe,3,2017-09-28
18972,2315306,Inferno,Fragsters,Singularity,16,7,ESEA MDL Season 26 Europe,0,2017-09-28
18973,2315342,Cobblestone,Spotnet,Yalla,16,9,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
18974,2315342,Overpass,Spotnet,Yalla,16,9,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
18975,2313956,Cache,fnatic,GODSENT,11,16,ESL Pro League Season 6 Europe,1,2017-09-28
18976,2315308,Inferno,SuperJymy,aAa,8,16,ESEA MDL Season 26 Europe,0,2017-09-28
18977,2315335,Mirage,pro100,1337HUANIA,16,13,CSesport.com Cup #1,0,2017-09-28
18978,2315335,Inferno,pro100,1337HUANIA,16,13,CSesport.com Cup #1,0,2017-09-28
18979,2315353,Inferno,HellRaisers,North Academy,14,16,SL i-League Invitational Shanghai 2017 Europe Qualifier,1,2017-09-28
18980,2315353,Mirage,HellRaisers,North Academy,16,8,SL i-League Invitational Shanghai 2017 Europe Qualifier,1,2017-09-28
18981,2315353,Cache,HellRaisers,North Academy,11,16,SL i-League Invitational Shanghai 2017 Europe Qualifier,1,2017-09-28
18982,2315293,Cobblestone,Spirit,Natus Vincere,16,3,EPICENTER 2017 CIS Closed Qualifier,1,2017-09-28
18983,2315293,Nuke,Spirit,Natus Vincere,14,16,EPICENTER 2017 CIS Closed Qualifier,1,2017-09-28
18984,2315293,Inferno,Spirit,Natus Vincere,9,16,EPICENTER 2017 CIS Closed Qualifier,1,2017-09-28
18985,2313955,Mirage,GODSENT,fnatic,16,12,ESL Pro League Season 6 Europe,1,2017-09-28
18986,2315296,Inferno,FlipSid3,AWTR,7,16,WCA 2017 Europe Main Qualifier,0,2017-09-28
18987,2315296,Overpass,FlipSid3,AWTR,16,5,WCA 2017 Europe Main Qualifier,0,2017-09-28
18988,2315296,Train,FlipSid3,AWTR,16,13,WCA 2017 Europe Main Qualifier,0,2017-09-28
18989,2315314,Cobblestone,MK,GameAgents,16,19,Esports Balkan League Season 1,0,2017-09-28
18990,2315314,Overpass,MK,GameAgents,10,16,Esports Balkan League Season 1,0,2017-09-28
18991,2315334,Mirage,GoodJob,1337HUANIA,3,16,CSesport.com Cup #1,0,2017-09-28
18992,2315334,Inferno,GoodJob,1337HUANIA,14,16,CSesport.com Cup #1,0,2017-09-28
18993,2313667,Cobblestone,mousesports,GODSENT,16,6,ESL Pro League Season 6 Europe,1,2017-09-28
18994,2315341,Inferno,Next Generation,ArchNemesis,16,8,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
18995,2315341,Cobblestone,Next Generation,ArchNemesis,16,7,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
18996,2314961,Cobblestone,EnVyUs Academy,ex-Outlaws,16,5,Hellcase Cup 6,0,2017-09-28
18997,2315295,Cobblestone,GODSENT,Tricked,5,16,WCA 2017 Europe Main Qualifier,0,2017-09-28
18998,2315295,Mirage,GODSENT,Tricked,8,16,WCA 2017 Europe Main Qualifier,0,2017-09-28
18999,2314838,Train,MVP PK,5POWER,3,16,ZEN League Season 2,0,2017-09-28
19000,2314837,Inferno,5POWER,MVP PK,13,16,ZEN League Season 2,0,2017-09-28
19001,2315288,Nuke,Noxide,Grayhound,2,16,ESEA MDL Season 26 Australia,0,2017-09-28
19002,2314280,Inferno,Chiefs,AVANT,16,11,AOC CyberGamer Premier League Spring 2017,0,2017-09-28
19003,2315363,Nuke,SIN,Athletico,1,16,ESEA MDL Season 26 Australia,0,2017-09-28
19004,2314828,Cache,Grayhound,Legacy,10,16,ZEN League Season 2,0,2017-09-28
19005,2314281,Overpass,AVANT,Chiefs,8,16,AOC CyberGamer Premier League Spring 2017,0,2017-09-28
19006,2315286,Cache,Masterminds,SIN,17,19,ESEA MDL Season 26 Australia,0,2017-09-28
19007,2315287,Cache,SYF,Noxide,9,16,ESEA MDL Season 26 Australia,0,2017-09-28
19008,2315366,Mirage,Dark Sided,seadoggs,16,9,ESEA MDL Season 26 Australia,0,2017-09-28
19009,2314827,Mirage,Legacy,Grayhound,4,16,ZEN League Season 2,0,2017-09-28
19010,2315285,Cobblestone,Athletico,Dark Sided,16,6,ESEA MDL Season 26 Australia,0,2017-09-28
19011,2315364,Mirage,AVANT,SYF,13,16,ESEA MDL Season 26 Australia,0,2017-09-28
19012,2315365,Overpass,Corvidae,Chiefs,7,16,ESEA MDL Season 26 Australia,0,2017-09-28
19013,2315290,Cache,EN9MY,Isurus,16,5,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-28
19014,2315290,Inferno,EN9MY,Isurus,11,16,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-28
19015,2315290,Cobblestone,EN9MY,Isurus,9,16,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-28
19016,2313872,Mirage,Luminosity,compLexity,16,8,ESL Pro League Season 6 North America,0,2017-09-28
19017,2315266,Cobblestone,Mostly Harmless,Mythic,6,16,ESEA MDL Season 26 North America,0,2017-09-28
19018,2315357,Mirage,Bushido Boyz,CheckSix,16,13,ESEA MDL Season 26 North America,0,2017-09-28
19019,2313870,Train,NRG,Liquid,5,16,ESL Pro League Season 6 North America,1,2017-09-28
19020,2313871,Train,compLexity,Luminosity,13,16,ESL Pro League Season 6 North America,0,2017-09-28
19021,2315265,Mirage,Muffin Lightning,GX,13,16,ESEA MDL Season 26 North America,0,2017-09-28
19022,2313869,Inferno,Liquid,NRG,12,16,ESL Pro League Season 6 North America,1,2017-09-28
19023,2315264,Mirage,CLG Academy,FRENCH CANADIANS,10,16,ESEA MDL Season 26 North America,0,2017-09-28
19024,2315263,Nuke,Bushido Boyz,Beacon,14,16,ESEA MDL Season 26 North America,0,2017-09-28
19025,2313868,Overpass,Splyce,Cloud9,1,16,ESL Pro League Season 6 North America,1,2017-09-28
19026,2313866,Train,CLG,Immortals,16,6,ESL Pro League Season 6 North America,1,2017-09-28
19027,2315362,Cobblestone,Keyd Stars,BootKamp,7,16,ESL Brazil Premier League #4,0,2017-09-28
19028,2315362,Mirage,Keyd Stars,BootKamp,13,16,ESL Brazil Premier League #4,0,2017-09-28
19029,2313867,Inferno,Cloud9,Splyce,16,4,ESL Pro League Season 6 North America,1,2017-09-28
19030,2313865,Cobblestone,Immortals,CLG,10,16,ESL Pro League Season 6 North America,1,2017-09-28
19031,2315075,Cobblestone,INTZ,FURIA,4,16,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-28
19032,2315075,Inferno,INTZ,FURIA,9,16,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-28
19033,2315340,Mirage,RvN,Aimers Alive,19,17,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
19034,2315340,Cache,RvN,Aimers Alive,13,16,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
19035,2315340,Inferno,RvN,Aimers Alive,13,16,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-28
19036,2313950,Overpass,NiP,G2,16,13,ESL Pro League Season 6 Europe,3,2017-09-27
19037,2315279,Cache,Ukraine,pro100,16,8,WESG 2017 Ukraine,1,2017-09-27
19038,2315279,Inferno,Ukraine,pro100,16,12,WESG 2017 Ukraine,1,2017-09-27
19039,2315276,Inferno,Squared,Zonic,16,7,Vip Adria League Season 1,0,2017-09-27
19040,2315276,Train,Squared,Zonic,16,6,Vip Adria League Season 1,0,2017-09-27
19041,2313954,Mirage,North,GODSENT,8,16,ESL Pro League Season 6 Europe,1,2017-09-27
19042,2315347,Mirage,Cloud9,Luminosity,16,3,EPICENTER 2017 Americas Closed Qualifier,1,2017-09-27
19043,2315347,Cache,Cloud9,Luminosity,16,8,EPICENTER 2017 Americas Closed Qualifier,1,2017-09-27
19044,2313949,Nuke,G2,NiP,14,16,ESL Pro League Season 6 Europe,3,2017-09-27
19045,2315275,Mirage,KlikTech,proWince,7,16,Vip Adria League Season 1,0,2017-09-27
19046,2315275,Inferno,KlikTech,proWince,13,16,Vip Adria League Season 1,0,2017-09-27
19047,2315300,Mirage,ex-Outlaws,Kindest Regards,16,11,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-27
19048,2315300,Cobblestone,ex-Outlaws,Kindest Regards,16,11,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-27
19049,2313953,Train,GODSENT,North,12,16,ESL Pro League Season 6 Europe,1,2017-09-27
19050,2315256,Inferno,WASD,BLUEJAYS,16,9,Legend Series #3,0,2017-09-27
19051,2315256,Nuke,WASD,BLUEJAYS,16,8,Legend Series #3,0,2017-09-27
19052,2315307,Train,PRIDE,MK,16,9,ESEA MDL Season 26 Europe,0,2017-09-27
19053,2313948,Cobblestone,Envy,Natus Vincere,16,14,ESL Pro League Season 6 Europe,2,2017-09-27
19054,2313952,Cache,fnatic,mousesports,16,10,ESL Pro League Season 6 Europe,2,2017-09-27
19055,2314958,Mirage,iGame.com,Nemiga,14,16,Hellcase Cup 6,0,2017-09-27
19056,2315304,Mirage,HellRaisers,Japaleno,7,16,WCA 2017 Europe Main Qualifier,1,2017-09-27
19057,2315304,Overpass,HellRaisers,Japaleno,16,5,WCA 2017 Europe Main Qualifier,1,2017-09-27
19058,2315304,Cobblestone,HellRaisers,Japaleno,10,16,WCA 2017 Europe Main Qualifier,1,2017-09-27
19059,2313947,Train,Natus Vincere,Envy,16,5,ESL Pro League Season 6 Europe,2,2017-09-27
19060,2313951,Train,mousesports,fnatic,1,16,ESL Pro League Season 6 Europe,2,2017-09-27
19061,2314736,Train,ex-Outlaws,EPG,16,14,Hellcase Cup 6,0,2017-09-27
19062,2315270,Mirage,Leny4evateli,pro100,8,16,WESG 2017 Ukraine,0,2017-09-27
19063,2315270,Cobblestone,Leny4evateli,pro100,4,16,WESG 2017 Ukraine,0,2017-09-27
19064,2315299,Cache,Dignitas,Binary Dragons,16,10,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-27
19065,2315299,Inferno,Dignitas,Binary Dragons,16,12,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-27
19066,2315253,Overpass,NiP,FaZe,6,16,EPICENTER 2017 Europe Closed Qualifier,3,2017-09-27
19067,2315253,Nuke,NiP,FaZe,4,16,EPICENTER 2017 Europe Closed Qualifier,3,2017-09-27
19068,2315339,Train,NASR,Phoenix,16,4,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-27
19069,2315339,Cobblestone,NASR,Phoenix,16,8,WCA 2017 Middle-East & North Africa Qualifier,0,2017-09-27
19070,2314967,Overpass,Spirit,North Academy,19,17,Hellcase Cup 6,0,2017-09-27
19071,2315294,Cache,Singularity,LDLC,16,13,MakeMy.Bet Championship #1,0,2017-09-27
19072,2315236,Train,VITALIS,EPG,25,21,CSesport.com Cup #1,0,2017-09-27
19073,2315236,Mirage,VITALIS,EPG,13,16,CSesport.com Cup #1,0,2017-09-27
19074,2315052,Overpass,LDLC,ex-Outlaws,16,12,MakeMy.Bet Championship #1,0,2017-09-27
19075,2315338,Cache,Flash,BOOT-d[S],16,13,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-27
19076,2315338,Mirage,Flash,BOOT-d[S],16,11,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-27
19077,2314824,Inferno,Kings,Chiefs,16,7,ZEN League Season 2,0,2017-09-27
19078,2315284,Cobblestone,Riotous,Conspiracy,16,3,ESEA MDL Season 26 Australia,0,2017-09-27
19079,2314823,Train,Chiefs,Kings,4,16,ZEN League Season 2,0,2017-09-27
19080,2315281,Overpass,Legacy,Corvidae,22,20,ESEA MDL Season 26 Australia,0,2017-09-27
19081,2315302,Train,5POWER,BOOT-d[S],12,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-27
19082,2315302,Mirage,5POWER,BOOT-d[S],4,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-27
19083,2315301,Mirage,ViCi,Flash,9,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-27
19084,2315301,Overpass,ViCi,Flash,12,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-27
19085,2315260,Mirage,Naventic,Rise Nation,19,17,ESEA MDL Season 26 North America,0,2017-09-27
19086,2313862,Inferno,Ghost,Cloud9,12,16,ESL Pro League Season 6 North America,1,2017-09-27
19087,2313860,Overpass,SK,CLG,16,7,ESL Pro League Season 6 North America,2,2017-09-27
19088,2315259,Train,Good People,Iceberg,16,9,ESEA MDL Season 26 North America,0,2017-09-27
19089,2313861,Overpass,Cloud9,Ghost,16,6,ESL Pro League Season 6 North America,1,2017-09-27
19090,2313859,Cache,CLG,SK,16,3,ESL Pro League Season 6 North America,2,2017-09-27
19091,2315305,Mirage,LFAO,ex-Morior Invictus,13,16,ESEA MDL Season 26 North America,0,2017-09-27
19092,2315258,Inferno,ex-Denial,Adaptation,16,4,ESEA MDL Season 26 North America,0,2017-09-27
19093,2315257,Inferno,Torqued,SoaR,16,10,ESEA MDL Season 26 North America,0,2017-09-27
19094,2313858,Mirage,compLexity,OpTic,14,16,ESL Pro League Season 6 North America,0,2017-09-27
19095,2313856,Cobblestone,NRG,Renegades,9,16,ESL Pro League Season 6 North America,1,2017-09-27
19096,2313857,Train,OpTic,compLexity,16,13,ESL Pro League Season 6 North America,0,2017-09-27
19097,2313855,Train,Renegades,NRG,7,16,ESL Pro League Season 6 North America,1,2017-09-27
19098,2315274,Overpass,Ripple,Locastic,19,17,Vip Adria League Season 1,0,2017-09-27
19099,2315274,Cache,Ripple,Locastic,16,10,Vip Adria League Season 1,0,2017-09-27
19100,2313946,Inferno,Heroic,fnatic,16,19,ESL Pro League Season 6 Europe,2,2017-09-27
19101,2313942,Mirage,mousesports,North,14,16,ESL Pro League Season 6 Europe,2,2017-09-26
19102,2315277,Mirage,GODSENT,HAVU,16,10,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-26
19103,2315277,Inferno,GODSENT,HAVU,10,16,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-26
19104,2315277,Overpass,GODSENT,HAVU,12,16,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-26
19105,2315269,Mirage,Ukraine,MbI MuKC,16,11,WESG 2017 Ukraine,0,2017-09-26
19106,2315269,Cobblestone,Ukraine,MbI MuKC,16,12,WESG 2017 Ukraine,0,2017-09-26
19107,2313945,Mirage,fnatic,Heroic,16,13,ESL Pro League Season 6 Europe,2,2017-09-26
19108,2315169,Mirage,Misfits,OpTic,4,16,EPICENTER 2017 Americas Closed Qualifier,0,2017-09-26
19109,2315169,Train,Misfits,OpTic,4,16,EPICENTER 2017 Americas Closed Qualifier,0,2017-09-26
19110,2313941,Cobblestone,North,mousesports,16,12,ESL Pro League Season 6 Europe,2,2017-09-26
19111,2315273,Cache,RESISTANCE,Valiance,11,16,Vip Adria League Season 1,0,2017-09-26
19112,2315273,Mirage,RESISTANCE,Valiance,16,5,Vip Adria League Season 1,0,2017-09-26
19113,2315273,Inferno,RESISTANCE,Valiance,16,10,Vip Adria League Season 1,0,2017-09-26
19114,2315237,Mirage,Spirit Academy,GameAgents,16,11,CSesport.com Cup #1,0,2017-09-26
19115,2315237,Inferno,Spirit Academy,GameAgents,7,16,CSesport.com Cup #1,0,2017-09-26
19116,2313944,Nuke,Envy,LDLC,22,25,ESL Pro League Season 6 Europe,1,2017-09-26
19117,2313940,Inferno,Natus Vincere,HellRaisers,13,16,ESL Pro League Season 6 Europe,2,2017-09-26
19118,2314974,Mirage,forZe,North Academy,7,16,Hellcase Cup 6,0,2017-09-26
19119,2314920,Train,Fragsters,North Academy,16,12,Hellcase Cup 6,0,2017-09-26
19120,2313939,Overpass,HellRaisers,Natus Vincere,16,5,ESL Pro League Season 6 Europe,2,2017-09-26
19121,2315262,Train,AGO,PRIDE,16,14,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-26
19122,2315262,Mirage,AGO,PRIDE,12,16,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-26
19123,2315262,Cache,AGO,PRIDE,16,3,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-26
19124,2313943,Cache,LDLC,Envy,16,8,ESL Pro League Season 6 Europe,1,2017-09-26
19125,2315235,Cache,Movistar Riders,eSuba,3,16,CSesport.com Cup #1,0,2017-09-26
19126,2315235,Mirage,Movistar Riders,eSuba,16,14,CSesport.com Cup #1,0,2017-09-26
19127,2315272,Cobblestone,Seed,HellRaisers,16,14,WCA 2017 Europe Main Qualifier,1,2017-09-26
19128,2315272,Inferno,Seed,HellRaisers,19,15,WCA 2017 Europe Main Qualifier,1,2017-09-26
19129,2314971,Mirage,MK,Spirit,16,2,Hellcase Cup 6,0,2017-09-26
19130,2315278,Overpass,fnatic,Heroic,5,16,EPICENTER 2017 Europe Closed Qualifier,2,2017-09-26
19131,2315278,Train,fnatic,Heroic,9,16,EPICENTER 2017 Europe Closed Qualifier,2,2017-09-26
19132,2314953,Train,Natus Vincere,forZe,16,10,EPICENTER 2017 CIS Closed Qualifier,1,2017-09-26
19133,2314953,Inferno,Natus Vincere,forZe,16,7,EPICENTER 2017 CIS Closed Qualifier,1,2017-09-26
19134,2315255,Mirage,BOOT-d[S],MVP PK,19,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19135,2315255,Train,BOOT-d[S],MVP PK,16,12,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19136,2315271,Mirage,Singularity,Japaleno,14,16,WCA 2017 Europe Main Qualifier,0,2017-09-26
19137,2315271,Train,Singularity,Japaleno,11,16,WCA 2017 Europe Main Qualifier,0,2017-09-26
19138,2314822,Overpass,TheMongolz,NASR,5,16,ZEN League Season 2,0,2017-09-26
19139,2314820,Cache,Athletico,Tainted Minds,16,9,ZEN League Season 2,0,2017-09-26
19140,2315254,Cache,5POWER,EMP,16,2,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19141,2315254,Cobblestone,5POWER,EMP,16,6,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19142,2314819,Cobblestone,Tainted Minds,Athletico,16,14,ZEN League Season 2,0,2017-09-26
19143,2315289,Inferno,seadoggs,AVANT,16,5,ESEA MDL Season 26 Australia,0,2017-09-26
19144,2315283,Cobblestone,Conspiracy,Chiefs,5,16,ESEA MDL Season 26 Australia,0,2017-09-26
19145,2315280,Mirage,Kings,Funkd,16,4,ESEA MDL Season 26 Australia,0,2017-09-26
19146,2315252,Inferno,Flash,LGD,12,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19147,2315252,Train,Flash,LGD,16,4,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19148,2315252,Cobblestone,Flash,LGD,16,7,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19149,2315251,Nuke,ViCi,Eclipse,16,8,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19150,2315251,Cobblestone,ViCi,Eclipse,16,13,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-26
19151,2315076,Cache,Isurus,BootKamp,16,11,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-26
19152,2315076,Cobblestone,Isurus,BootKamp,16,10,Alienware Liga Pro Gamers Club - SEP/17,0,2017-09-26
19153,2315168,Inferno,Cloud9,NRG,16,13,EPICENTER 2017 Americas Closed Qualifier,1,2017-09-26
19154,2315168,Mirage,Cloud9,NRG,16,9,EPICENTER 2017 Americas Closed Qualifier,1,2017-09-26
19155,2314714,Mirage,GameAgents,Nexus,7,16,Esports Balkan League Season 1,0,2017-09-26
19156,2314714,Cobblestone,GameAgents,Nexus,17,19,Esports Balkan League Season 1,0,2017-09-26
19157,2315250,Overpass,Spirit Academy,meNikmati,16,5,CSesport.com Cup #1,0,2017-09-25
19158,2315250,Inferno,Spirit Academy,meNikmati,16,10,CSesport.com Cup #1,0,2017-09-25
19159,2315268,Overpass,Main Street,Faceit Grind,16,13,Dust2.dk eOddset Masters #13,0,2017-09-25
19160,2315268,Cobblestone,Main Street,Faceit Grind,16,12,Dust2.dk eOddset Masters #13,0,2017-09-25
19161,2314713,Mirage,MK,KlikTech,16,19,Esports Balkan League Season 1,0,2017-09-25
19162,2314713,Overpass,MK,KlikTech,16,1,Esports Balkan League Season 1,0,2017-09-25
19163,2314713,Train,MK,KlikTech,16,13,Esports Balkan League Season 1,0,2017-09-25
19164,2315249,Overpass,HAVU,Snabbabrillor,16,2,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-25
19165,2315249,Inferno,HAVU,Snabbabrillor,16,14,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-25
19166,2315215,Mirage,Seed,Japaleno,16,9,WCA 2017 Europe Main Qualifier,0,2017-09-25
19167,2315215,Cobblestone,Seed,Japaleno,16,9,WCA 2017 Europe Main Qualifier,0,2017-09-25
19168,2315234,Train,VITALIS,forZe,16,2,CSesport.com Cup #1,0,2017-09-25
19169,2315234,Mirage,VITALIS,forZe,12,16,CSesport.com Cup #1,0,2017-09-25
19170,2314973,Inferno,ARES,eXtatus,6,16,Hellcase Cup 6,0,2017-09-25
19171,2315222,Cache,HellRaisers,fnatic,12,16,EPICENTER 2017 Europe Closed Qualifier,2,2017-09-25
19172,2315222,Mirage,HellRaisers,fnatic,16,13,EPICENTER 2017 Europe Closed Qualifier,2,2017-09-25
19173,2315222,Cobblestone,HellRaisers,fnatic,16,8,EPICENTER 2017 Europe Closed Qualifier,2,2017-09-25
19174,2314908,Inferno,Spirit,Quantum Bellator Fire,16,14,EPICENTER 2017 CIS Closed Qualifier,0,2017-09-25
19175,2314908,Mirage,Spirit,Quantum Bellator Fire,16,11,EPICENTER 2017 CIS Closed Qualifier,0,2017-09-25
19176,2314975,Inferno,Fragsters,AVANGAR,16,5,Hellcase Cup 6,0,2017-09-25
19177,2315221,Inferno,Faceit Grind,Vulture,7,16,Dust2.dk eOddset Masters #13,0,2017-09-25
19178,2315221,Overpass,Faceit Grind,Vulture,19,16,Dust2.dk eOddset Masters #13,0,2017-09-25
19179,2315221,Train,Faceit Grind,Vulture,16,8,Dust2.dk eOddset Masters #13,0,2017-09-25
19180,2314972,Inferno,MK,ARES,19,17,Hellcase Cup 6,0,2017-09-25
19181,2315220,Nuke,Odense,Main Street,4,16,Dust2.dk eOddset Masters #13,0,2017-09-25
19182,2315220,Cobblestone,Odense,Main Street,13,16,Dust2.dk eOddset Masters #13,0,2017-09-25
19183,2315248,Train,GODSENT,iGame.com,16,7,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-25
19184,2315248,Mirage,GODSENT,iGame.com,16,14,SL i-League Invitational Shanghai 2017 Europe Qualifier,0,2017-09-25
19185,2314969,Train,Fragsters,MK,12,16,Hellcase Cup 6,0,2017-09-25
19186,2315233,Mirage,forZe,EPG,19,17,CSesport.com Cup #1,0,2017-09-25
19187,2315233,Nuke,forZe,EPG,16,12,CSesport.com Cup #1,0,2017-09-25
19188,2315214,Inferno,HellRaisers,Singularity,16,8,WCA 2017 Europe Main Qualifier,1,2017-09-25
19189,2315214,Cache,HellRaisers,Singularity,16,11,WCA 2017 Europe Main Qualifier,1,2017-09-25
19190,2315247,Inferno,BOOT-d[S],FIVE,16,13,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19191,2315246,Mirage,wNv,5POWER,9,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19192,2315051,Inferno,Singularity,AVANGAR,16,11,MakeMy.Bet Championship #1,0,2017-09-25
19193,2315245,Mirage,Invictus,LGD,16,19,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19194,2315242,Overpass,Eclipse,wNv,16,12,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19195,2315241,Cobblestone,Invictus,ViCi,13,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19196,2315243,Nuke,BOOT-d[S],EMP,5,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19197,2315244,Overpass,NRG,Tempo Storm,16,5,DreamHack Open Denver 2017 North America Closed Qualifier,0,2017-09-25
19198,2315244,Cobblestone,NRG,Tempo Storm,16,11,DreamHack Open Denver 2017 North America Closed Qualifier,0,2017-09-25
19199,2315239,Nuke,FIVE,OTFS,16,6,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
19200,2315232,Cobblestone,Tempo Storm,Ghost,17,19,DreamHack Open Denver 2017 North America Closed Qualifier,0,2017-09-25
19201,2315232,Overpass,Tempo Storm,Ghost,19,16,DreamHack Open Denver 2017 North America Closed Qualifier,0,2017-09-25
19202,2315232,Nuke,Tempo Storm,Ghost,16,14,DreamHack Open Denver 2017 North America Closed Qualifier,0,2017-09-25
19203,2315238,Cache,MAX,LGD,10,16,SL i-League Invitational Shanghai 2017 China Qualifier,0,2017-09-25
